arm,m,k,lam,q,p,eps,seed,child_recovered,absorbed,comp_present,cos_child_signed,fire_child_csolo,fire_child_psolo,comp_fire_joint,cos_comp_best,phi_child,rec,eps_star_topk
A,2,2,0.0,0.1,0.1,0.6,7,0,0,0,0.9821,1.0,1.0,1.0,0.8276,79.14,0.1856,0.2
A,2,2,0.0,0.1,0.1,0.6,8,0,0,0,0.9824,1.0,1.0,1.0,0.8269,79.22,0.1739,0.2
A,2,2,0.0,0.1,0.1,0.6,9,0,0,0,0.982,1.0,1.0,1.0,0.8278,79.12,0.1827,0.2
A,2,2,0.0,0.1,0.1,0.6,10,0,0,0,0.9102,0.0,0.0,0.0,0.5186,100.99,0.8916,0.2
A,2,2,0.0,0.1,0.1,0.6,11,0,0,0,0.9817,1.0,1.0,1.0,0.8288,79.02,0.1894,0.2
A,2,2,0.0,0.1,0.1,0.6,12,0,0,0,0.9826,1.0,1.0,1.0,0.826,79.31,0.1789,0.2
A,2,2,0.0,0.1,0.1,0.6,13,0,0,0,0.1739,0.0,0.0,0.0,-0.076,nan,0.8999,0.2
A,2,2,0.0,0.1,0.1,0.6,14,0,0,0,0.9824,1.0,1.0,1.0,0.8269,79.22,0.1737,0.2
A,2,2,0.0,0.1,0.1,0.6,15,0,0,0,0.9818,1.0,1.0,1.0,0.8286,79.05,0.1807,0.2
A,2,2,0.0,0.1,0.1,0.6,16,1,0,0,0.8431,1.0,0.0,1.0,0.7071,nan,0.0,0.2
A,2,2,0.0,0.1,0.1,0.6,17,0,0,0,0.9819,1.0,1.0,1.0,0.8282,79.09,0.1768,0.2
A,2,2,0.0,0.1,0.1,0.6,18,0,0,0,1.0,1.0,1.0,1.0,0.7071,90.0,0.0,0.2
A,2,2,0.0,0.1,0.1,0.6,19,0,0,0,0.9817,1.0,1.0,1.0,0.8288,79.02,0.1857,0.2
A,2,2,0.0,0.1,0.1,0.6,20,0,0,0,0.9819,1.0,1.0,1.0,0.8283,79.08,0.1801,0.2
A,2,2,0.0,0.1,0.1,0.6,21,0,0,0,0.5201,0.0,0.0,0.0,0.5584,62.6,0.8975,0.2
A,2,2,0.0,0.1,0.1,0.6,22,1,0,0,0.9361,1.0,0.0,1.0,0.7071,110.6,0.0,0.2
A,2,2,0.0,0.1,0.1,0.6,23,0,0,0,0.9823,1.0,1.0,1.0,0.8271,79.2,0.1729,0.2
A,2,2,0.0,0.2,0.2,0.0,0,0,0,0,0.5166,0.0,0.0,0.0,0.2526,107.14,0.5825,0.4
A,2,2,0.0,0.2,0.2,0.0,1,0,0,0,0.4212,0.0,0.0,0.0,0.1607,nan,0.6108,0.4
A,2,2,0.0,0.2,0.2,0.0,2,0,0,0,0.3575,0.0,0.0,0.0,0.5045,45.12,0.6216,0.4
A,2,2,0.0,0.2,0.2,0.0,3,0,0,0,0.4798,0.0,0.0,0.0,0.6159,64.5,0.5845,0.4
A,2,2,0.0,0.2,0.2,0.0,4,0,0,0,0.1871,0.0,0.0,0.0,0.354,nan,0.6064,0.4
A,2,2,0.0,0.2,0.2,0.0,5,0,0,0,0.3879,0.0,0.0,0.0,0.7575,nan,0.6294,0.4
A,2,2,0.0,0.2,0.2,0.0,6,0,0,0,0.0182,0.0,0.0,0.0,-0.0292,nan,0.5947,0.4
A,2,2,0.0,0.2,0.2,0.0,7,0,1,1,0.7071,0.0,1.0,1.0,1.0,45.0,0.0,0.4
A,2,2,0.0,0.2,0.2,0.0,8,0,0,0,0.0612,0.0,0.0,0.0,-0.1145,nan,0.583,0.4
A,2,2,0.0,0.2,0.2,0.0,9,0,0,0,0.9721,0.0,1.0,1.0,0.8533,76.43,0.0,0.4
A,2,2,0.0,0.2,0.2,0.0,10,0,0,0,-0.1772,0.0,0.0,0.0,0.1486,nan,0.606,0.4
A,2,2,0.0,0.2,0.2,0.0,11,0,1,1,0.5275,0.0,1.0,1.0,0.9737,31.83,0.0774,0.4
A,2,2,0.0,0.2,0.2,0.0,12,0,0,0,0.3617,0.0,0.0,0.0,0.601,36.53,0.5747,0.4
A,2,2,0.0,0.2,0.2,0.0,13,0,1,1,0.7713,0.0,1.0,1.0,0.9954,50.47,0.0,0.4
A,2,2,0.0,0.2,0.2,0.0,14,0,0,0,0.3592,0.0,0.0,0.0,0.6201,34.75,0.6211,0.4
A,2,2,0.0,0.2,0.2,0.0,15,0,1,1,0.5299,0.0,0.0,1.0,0.9733,98.1,0.0768,0.4
A,2,2,0.0,0.2,0.2,0.0,16,0,0,0,0.598,0.0,0.0,0.0,0.0371,nan,0.6313,0.4
A,2,2,0.0,0.2,0.2,0.0,17,0,0,0,0.5278,0.0,0.0,0.0,0.1555,nan,0.5884,0.4
A,2,2,0.0,0.2,0.2,0.0,18,0,1,1,0.5276,0.0,1.0,1.0,0.9738,31.85,0.0747,0.4
A,2,2,0.0,0.2,0.2,0.0,19,0,0,0,0.2973,0.0,0.0,0.0,0.3745,nan,0.5825,0.4
A,2,2,0.0,0.2,0.2,0.0,20,0,1,1,0.5267,0.0,1.0,1.0,0.9735,31.78,0.0779,0.4
A,2,2,0.0,0.2,0.2,0.0,21,0,1,1,0.5273,0.0,1.0,1.0,0.9737,31.82,0.0752,0.4
A,2,2,0.0,0.2,0.2,0.0,22,0,1,1,0.528,0.0,1.0,1.0,0.9739,31.87,0.0772,0.4
A,2,2,0.0,0.2,0.2,0.0,23,0,0,0,0.2077,0.0,0.0,0.0,0.4318,nan,0.5933,0.4
A,2,2,0.0,0.2,0.2,0.05,0,0,0,0,0.9917,1.0,1.0,1.0,0.6104,97.38,0.0,0.4
A,2,2,0.0,0.2,0.2,0.05,1,0,0,0,1.0,1.0,1.0,1.0,0.7071,90.0,0.0,0.4
A,2,2,0.0,0.2,0.2,0.05,2,0,0,0,-0.3873,0.0,0.0,0.0,-0.3884,nan,0.6475,0.4
A,2,2,0.0,0.2,0.2,0.05,3,0,1,1,0.569,1.0,1.0,1.0,0.9838,34.68,0.1067,0.4
A,2,2,0.0,0.2,0.2,0.05,4,0,1,1,0.5724,1.0,1.0,1.0,0.9846,104.79,0.1091,0.4
A,2,2,0.0,0.2,0.2,0.05,5,0,0,0,0.999,1.0,1.0,1.0,0.6748,92.56,0.0,0.4
A,2,2,0.0,0.2,0.2,0.05,6,0,0,0,-0.0714,0.0,0.0,0.0,-0.2246,nan,0.6528,0.4
A,2,2,0.0,0.2,0.2,0.05,7,0,1,1,0.5675,1.0,1.0,1.0,0.9835,34.57,0.1118,0.4
A,2,2,0.0,0.2,0.2,0.05,8,0,0,0,0.0326,0.0,0.0,0.0,-0.4049,nan,0.6509,0.4
A,2,2,0.0,0.2,0.2,0.05,9,0,0,0,1.0,1.0,1.0,1.0,0.7071,90.0,0.0,0.4
A,2,2,0.0,0.2,0.2,0.05,10,0,1,1,0.5692,1.0,1.0,1.0,0.9839,34.69,0.1059,0.4
A,2,2,0.0,0.2,0.2,0.05,11,0,1,1,0.5695,1.0,1.0,1.0,0.9839,34.72,0.1148,0.4
A,2,2,0.0,0.2,0.2,0.05,12,0,1,1,0.5686,1.0,1.0,1.0,0.9837,34.65,0.1111,0.4
A,2,2,0.0,0.2,0.2,0.05,13,0,0,0,0.3592,0.0,0.0,0.0,-0.047,nan,0.6802,0.4
A,2,2,0.0,0.2,0.2,0.05,14,0,1,1,0.5711,1.0,1.0,1.0,0.9843,34.83,0.1131,0.4
A,2,2,0.0,0.2,0.2,0.05,15,0,0,0,0.0026,0.0,0.0,0.0,0.4489,nan,0.6504,0.4
A,2,2,0.0,0.2,0.2,0.05,16,0,0,0,0.4046,0.0,0.0,0.0,0.1557,nan,0.6475,0.4
A,2,2,0.0,0.2,0.2,0.05,17,1,0,0,1.0,1.0,0.0,1.0,0.7071,90.0,0.0,0.4
A,2,2,0.0,0.2,0.2,0.05,18,0,0,0,1.0,1.0,1.0,1.0,0.7071,90.0,0.0,0.4
A,2,2,0.0,0.2,0.2,0.05,19,0,1,1,0.5716,1.0,1.0,1.0,0.9844,34.86,0.1131,0.4
A,2,2,0.0,0.2,0.2,0.05,20,0,0,0,0.9588,1.0,1.0,1.0,0.5969,106.5,0.0,0.4
A,2,2,0.0,0.2,0.2,0.05,21,0,0,0,-0.1672,0.0,0.0,0.0,-0.3958,nan,0.6353,0.4
A,2,2,0.0,0.2,0.2,0.05,22,0,1,1,0.5733,1.0,1.0,1.0,0.9848,34.98,0.1058,0.4
A,2,2,0.0,0.2,0.2,0.05,23,0,1,1,0.5673,1.0,1.0,1.0,0.9834,34.56,0.1128,0.4
A,2,2,0.0,0.2,0.2,0.1,0,0,1,1,0.6161,1.0,1.0,1.0,0.9926,38.03,0.143,0.4
A,2,2,0.0,0.2,0.2,0.1,1,0,1,1,0.6195,1.0,1.0,1.0,0.9931,38.28,0.1453,0.4
A,2,2,0.0,0.2,0.2,0.1,2,1,0,0,0.9317,1.0,0.0,1.0,0.7071,111.29,0.0,0.4
A,2,2,0.0,0.2,0.2,0.1,3,0,0,0,0.2102,0.0,0.0,0.0,0.1405,nan,0.7119,0.4
A,2,2,0.0,0.2,0.2,0.1,4,1,0,0,0.8457,1.0,0.0,1.0,0.7071,nan,0.0,0.4
A,2,2,0.0,0.2,0.2,0.1,5,0,0,0,-0.3694,0.0,0.0,0.0,-0.0928,nan,0.6787,0.4
A,2,2,0.0,0.2,0.2,0.1,6,0,1,1,0.6159,1.0,1.0,1.0,0.9926,38.02,0.1419,0.4
A,2,2,0.0,0.2,0.2,0.1,7,0,1,1,0.6129,1.0,1.0,1.0,0.9921,37.8,0.1449,0.4
A,2,2,0.0,0.2,0.2,0.1,8,0,0,0,1.0,1.0,1.0,1.0,0.7071,90.0,0.0,0.4
A,2,2,0.0,0.2,0.2,0.1,9,0,1,1,0.6182,1.0,1.0,1.0,0.9929,38.19,0.1467,0.4
A,2,2,0.0,0.2,0.2,0.1,10,0,0,0,1.0,1.0,1.0,1.0,0.7071,90.0,0.0,0.4
A,2,2,0.0,0.2,0.2,0.1,11,0,0,0,0.1125,0.0,0.0,0.0,0.0952,nan,0.6885,0.4
A,2,2,0.0,0.2,0.2,0.1,12,0,1,1,0.6165,1.0,1.0,1.0,0.9927,38.06,0.1402,0.4
A,2,2,0.0,0.2,0.2,0.1,13,0,1,1,0.7564,0.0,0.0,1.0,0.9924,98.91,0.1442,0.4
A,2,2,0.0,0.2,0.2,0.1,14,0,0,0,0.0308,0.0,0.0,0.0,0.0924,nan,0.6895,0.4
A,2,2,0.0,0.2,0.2,0.1,15,0,1,1,0.6176,1.0,1.0,1.0,0.9928,38.14,0.1485,0.4
A,2,2,0.0,0.2,0.2,0.1,16,0,1,1,0.6149,1.0,1.0,1.0,0.9924,37.95,0.1438,0.4
A,2,2,0.0,0.2,0.2,0.1,17,0,0,0,1.0,1.0,1.0,1.0,0.7071,90.0,0.0,0.4
A,2,2,0.0,0.2,0.2,0.1,18,0,0,0,0.2831,0.0,0.0,0.0,0.6729,22.95,0.7046,0.4
A,2,2,0.0,0.2,0.2,0.1,19,0,0,0,0.2601,0.0,0.0,0.0,0.2543,nan,0.7046,0.4
A,2,2,0.0,0.2,0.2,0.1,20,0,0,0,0.0478,0.0,0.0,0.0,-0.0695,nan,0.7158,0.4
A,2,2,0.0,0.2,0.2,0.1,21,0,1,1,0.6147,1.0,1.0,1.0,0.9924,37.93,0.1452,0.4
A,2,2,0.0,0.2,0.2,0.1,22,0,0,0,1.0,1.0,1.0,1.0,0.7071,90.0,0.0,0.4
A,2,2,0.0,0.2,0.2,0.1,23,0,1,1,0.6138,1.0,1.0,1.0,0.9923,85.43,0.1477,0.4
A,2,2,0.0,0.2,0.2,0.15,0,0,0,0,1.0,1.0,1.0,1.0,0.7071,90.0,0.0,0.4
A,2,2,0.0,0.2,0.2,0.15,1,0,0,0,0.9987,1.0,1.0,1.0,0.6699,92.94,0.0,0.4
A,2,2,0.0,0.2,0.2,0.15,2,0,1,1,0.6602,1.0,1.0,1.0,0.9979,41.32,0.1728,0.4
A,2,2,0.0,0.2,0.2,0.15,3,0,0,0,1.0,1.0,1.0,1.0,0.7071,90.0,0.0,0.4
A,2,2,0.0,0.2,0.2,0.15,4,0,1,1,0.662,1.0,1.0,1.0,0.9981,41.46,0.1679,0.4
A,2,2,0.0,0.2,0.2,0.15,5,0,1,1,0.6605,1.0,1.0,1.0,0.998,41.34,0.1733,0.4
A,2,2,0.0,0.2,0.2,0.15,6,0,0,0,1.0,1.0,1.0,1.0,0.7071,90.0,0.0,0.4
A,2,2,0.0,0.2,0.2,0.15,7,1,0,0,0.9603,1.0,0.0,1.0,0.6797,106.2,0.0,0.4
A,2,2,0.0,0.2,0.2,0.15,8,0,0,0,1.0,1.0,1.0,1.0,0.703,90.33,0.0,0.4
A,2,2,0.0,0.2,0.2,0.15,9,0,1,1,0.6587,1.0,1.0,1.0,0.9978,41.2,0.168,0.4
A,2,2,0.0,0.2,0.2,0.15,10,1,0,0,0.9997,1.0,0.0,1.0,0.7068,91.38,0.0,0.4
A,2,2,0.0,0.2,0.2,0.15,11,0,1,1,0.6651,1.0,1.0,1.0,0.9983,41.69,0.1731,0.4
A,2,2,0.0,0.2,0.2,0.15,12,0,0,0,-0.0586,0.0,0.0,0.0,-0.0272,nan,0.7285,0.4
A,2,2,0.0,0.2,0.2,0.15,13,0,0,0,0.0954,0.0,0.0,0.0,-0.2131,nan,0.7368,0.4
A,2,2,0.0,0.2,0.2,0.15,14,0,0,0,1.0,1.0,1.0,1.0,0.7071,90.0,0.0,0.4
A,2,2,0.0,0.2,0.2,0.15,15,0,0,0,-0.3365,0.0,0.0,0.0,-0.1921,nan,0.7603,0.4
A,2,2,0.0,0.2,0.2,0.15,16,0,0,0,1.0,1.0,1.0,1.0,0.7071,90.0,0.0,0.4
A,2,2,0.0,0.2,0.2,0.15,17,0,1,1,0.661,1.0,1.0,1.0,0.998,61.12,0.1703,0.4
A,2,2,0.0,0.2,0.2,0.15,18,1,0,0,0.9998,1.0,0.0,1.0,0.7055,91.0,0.0,0.4
A,2,2,0.0,0.2,0.2,0.15,19,0,1,1,0.664,1.0,1.0,1.0,0.9982,41.61,0.1725,0.4
A,2,2,0.0,0.2,0.2,0.15,20,0,0,0,0.9956,1.0,1.0,1.0,0.6377,95.38,0.0,0.4
A,2,2,0.0,0.2,0.2,0.15,21,0,1,1,0.6616,1.0,1.0,1.0,0.998,41.42,0.1687,0.4
A,2,2,0.0,0.2,0.2,0.15,22,0,0,0,1.0,1.0,1.0,1.0,0.7071,90.0,0.0,0.4
A,2,2,0.0,0.2,0.2,0.15,23,0,0,0,-0.2655,0.0,0.0,0.0,-0.1205,nan,0.7549,0.4
A,2,2,0.0,0.2,0.2,0.2,0,1,0,0,0.9085,1.0,0.0,1.0,0.7071,114.71,0.0,0.4
A,2,2,0.0,0.2,0.2,0.2,1,0,1,1,0.7088,1.0,1.0,1.0,1.0,45.14,0.1994,0.4
A,2,2,0.0,0.2,0.2,0.2,2,0,1,1,0.7051,1.0,1.0,1.0,1.0,44.84,0.1985,0.4
A,2,2,0.0,0.2,0.2,0.2,3,1,0,0,0.8738,1.0,0.0,1.0,0.7071,119.09,0.0,0.4
A,2,2,0.0,0.2,0.2,0.2,4,0,0,0,-0.1585,0.0,0.0,0.0,0.1197,nan,0.7715,0.4
A,2,2,0.0,0.2,0.2,0.2,5,0,1,1,0.7051,1.0,1.0,1.0,1.0,77.45,0.2002,0.4
A,2,2,0.0,0.2,0.2,0.2,6,0,0,0,0.9925,1.0,1.0,1.0,0.6151,97.04,0.0,0.4
A,2,2,0.0,0.2,0.2,0.2,7,0,0,0,-0.1048,0.0,0.0,0.0,-0.0983,nan,0.8091,0.4
A,2,2,0.0,0.2,0.2,0.2,8,0,1,1,0.7058,1.0,1.0,1.0,1.0,44.89,0.2049,0.4
A,2,2,0.0,0.2,0.2,0.2,9,0,1,1,0.7043,1.0,1.0,1.0,1.0,44.77,0.1975,0.4
A,2,2,0.0,0.2,0.2,0.2,10,0,1,1,0.7074,1.0,1.0,1.0,1.0,45.02,0.2061,0.4
A,2,2,0.0,0.2,0.2,0.2,11,1,0,0,0.8301,1.0,0.0,1.0,0.7071,nan,0.0,0.4
A,2,2,0.0,0.2,0.2,0.2,12,1,0,0,0.9242,1.0,0.0,1.0,0.7071,112.45,0.0,0.4
A,2,2,0.0,0.2,0.2,0.2,13,0,0,0,-0.1805,0.0,0.0,0.0,-0.3171,nan,0.8008,0.4
A,2,2,0.0,0.2,0.2,0.2,14,0,1,1,0.7055,1.0,1.0,1.0,1.0,44.87,0.2043,0.4
A,2,2,0.0,0.2,0.2,0.2,15,0,1,1,0.7072,1.0,1.0,1.0,1.0,45.01,0.2027,0.4
A,2,2,0.0,0.2,0.2,0.2,16,1,0,0,0.9696,1.0,0.0,1.0,0.7071,104.17,0.0,0.4
A,2,2,0.0,0.2,0.2,0.2,17,0,1,1,0.7081,1.0,1.0,1.0,1.0,45.08,0.1941,0.4
A,2,2,0.0,0.2,0.2,0.2,18,0,1,1,0.7066,1.0,1.0,1.0,1.0,44.96,0.1946,0.4
A,2,2,0.0,0.2,0.2,0.2,19,0,0,0,0.9997,1.0,1.0,1.0,0.6902,91.35,0.0,0.4
A,2,2,0.0,0.2,0.2,0.2,20,0,0,0,0.985,1.0,1.0,1.0,0.5744,99.94,0.0,0.4
A,2,2,0.0,0.2,0.2,0.2,21,0,0,0,0.2,0.0,0.0,0.0,-0.2613,nan,0.7979,0.4
A,2,2,0.0,0.2,0.2,0.2,22,0,1,1,0.7077,1.0,1.0,1.0,1.0,45.04,0.2087,0.4
A,2,2,0.0,0.2,0.2,0.2,23,0,0,0,-0.1148,0.0,0.0,0.0,0.316,nan,0.8267,0.4
A,2,2,0.0,0.2,0.2,0.3,0,0,0,0,0.2104,0.0,0.0,0.0,0.2339,nan,0.8867,0.4
A,2,2,0.0,0.2,0.2,0.3,1,0,1,1,0.7893,1.0,1.0,1.0,0.9923,52.12,0.2349,0.4
A,2,2,0.0,0.2,0.2,0.3,2,0,0,0,1.0,1.0,1.0,1.0,0.7071,90.0,0.0,0.4
A,2,2,0.0,0.2,0.2,0.3,3,0,1,1,0.7919,1.0,1.0,1.0,0.9918,52.36,0.2501,0.4
A,2,2,0.0,0.2,0.2,0.3,4,0,1,1,0.7864,1.0,1.0,1.0,0.9929,51.85,0.2424,0.4
A,2,2,0.0,0.2,0.2,0.3,5,0,1,1,0.791,1.0,1.0,1.0,0.9919,52.28,0.2561,0.4
A,2,2,0.0,0.2,0.2,0.3,6,0,0,0,1.0,1.0,1.0,1.0,0.7071,90.0,0.0,0.4
A,2,2,0.0,0.2,0.2,0.3,7,0,1,1,0.7871,1.0,1.0,1.0,0.9927,51.91,0.2473,0.4
A,2,2,0.0,0.2,0.2,0.3,8,1,0,0,0.9966,1.0,0.0,1.0,0.7071,94.72,0.0,0.4
A,2,2,0.0,0.2,0.2,0.3,9,0,1,1,0.787,1.0,1.0,1.0,0.9927,51.91,0.2516,0.4
A,2,2,0.0,0.2,0.2,0.3,10,0,0,0,-0.3923,0.0,0.0,0.0,-0.1977,nan,0.9355,0.4
A,2,2,0.0,0.2,0.2,0.3,11,0,1,1,0.7886,1.0,1.0,1.0,0.9924,52.06,0.2392,0.4
A,2,2,0.0,0.2,0.2,0.3,12,0,1,1,0.7925,1.0,1.0,1.0,0.9916,52.42,0.2486,0.4
A,2,2,0.0,0.2,0.2,0.3,13,1,0,0,0.9711,1.0,0.0,1.0,0.7071,103.82,0.0,0.4
A,2,2,0.0,0.2,0.2,0.3,14,0,0,0,-0.2536,0.0,0.0,0.0,-0.4624,nan,0.874,0.4
A,2,2,0.0,0.2,0.2,0.3,15,0,1,1,0.7916,1.0,1.0,1.0,0.9918,52.33,0.2492,0.4
A,2,2,0.0,0.2,0.2,0.3,16,0,0,0,-0.0253,0.0,0.0,0.0,0.087,nan,0.8779,0.4
A,2,2,0.0,0.2,0.2,0.3,17,0,1,1,0.7882,1.0,1.0,1.0,0.9925,52.02,0.2464,0.4
A,2,2,0.0,0.2,0.2,0.3,18,0,1,1,0.7866,1.0,1.0,1.0,0.9928,51.87,0.2385,0.4
A,2,2,0.0,0.2,0.2,0.3,19,0,0,0,-0.666,0.0,0.0,0.0,-0.3126,nan,0.9009,0.4
A,2,2,0.0,0.2,0.2,0.3,20,0,1,1,0.7883,1.0,1.0,1.0,0.9925,52.03,0.245,0.4
A,2,2,0.0,0.2,0.2,0.3,21,0,0,0,1.0,1.0,1.0,1.0,0.7071,90.0,0.0,0.4
A,2,2,0.0,0.2,0.2,0.3,22,0,1,1,0.7883,1.0,1.0,1.0,0.9925,52.03,0.2475,0.4
A,2,2,0.0,0.2,0.2,0.3,23,0,0,0,0.126,0.0,0.0,0.0,-0.1745,nan,0.9209,0.4
A,2,2,0.0,0.2,0.2,0.4,0,0,0,0,-0.0603,0.0,0.0,0.0,0.0373,nan,0.9868,0.4
A,2,2,0.0,0.2,0.2,0.4,1,0,1,1,0.851,1.0,1.0,1.0,0.9731,58.32,0.2732,0.4
A,2,2,0.0,0.2,0.2,0.4,2,0,1,1,0.8494,1.0,1.0,1.0,0.9738,58.15,0.2805,0.4
A,2,2,0.0,0.2,0.2,0.4,3,0,0,0,-0.1783,0.0,0.0,0.0,0.0451,nan,1.0054,0.4
A,2,2,0.0,0.2,0.2,0.4,4,0,0,0,1.0,1.0,1.0,1.0,0.7071,90.0,0.0,0.4
A,2,2,0.0,0.2,0.2,0.4,5,0,1,1,0.8514,1.0,1.0,1.0,0.9729,58.37,0.2791,0.4
A,2,2,0.0,0.2,0.2,0.4,6,0,1,1,0.8521,1.0,1.0,1.0,0.9726,58.45,0.2763,0.4
A,2,2,0.0,0.2,0.2,0.4,7,1,0,0,0.9229,1.0,0.0,1.0,0.7071,112.65,0.0,0.4
A,2,2,0.0,0.2,0.2,0.4,8,0,0,0,0.2159,0.0,0.0,0.0,0.2042,nan,0.9922,0.4
A,2,2,0.0,0.2,0.2,0.4,9,0,1,1,0.8492,1.0,1.0,1.0,0.9739,58.12,0.2765,0.4
A,2,2,0.0,0.2,0.2,0.4,10,1,0,0,0.9511,1.0,0.0,1.0,0.7071,107.99,0.0,0.4
A,2,2,0.0,0.2,0.2,0.4,11,0,0,0,0.0803,0.0,0.0,0.0,-0.2202,nan,1.0122,0.4
A,2,2,0.0,0.2,0.2,0.4,12,0,0,0,1.0,1.0,1.0,1.0,0.7071,90.0,0.0,0.4
A,2,2,0.0,0.2,0.2,0.4,13,0,0,0,1.0,1.0,1.0,1.0,0.7071,90.0,0.0,0.4
A,2,2,0.0,0.2,0.2,0.4,14,0,1,1,0.8504,1.0,1.0,1.0,0.9733,58.26,0.2717,0.4
A,2,2,0.0,0.2,0.2,0.4,15,0,0,0,-0.0606,0.0,0.0,0.0,0.2853,nan,0.9956,0.4
A,2,2,0.0,0.2,0.2,0.4,16,1,0,0,0.8132,1.0,0.0,1.0,0.7071,nan,0.0,0.4
A,2,2,0.0,0.2,0.2,0.4,17,0,1,1,0.8513,1.0,1.0,1.0,0.973,58.36,0.2611,0.4
A,2,2,0.0,0.2,0.2,0.4,18,0,1,1,0.8524,1.0,1.0,1.0,0.9725,58.48,0.2851,0.4
A,2,2,0.0,0.2,0.2,0.4,19,0,1,1,0.8511,1.0,1.0,1.0,0.973,58.33,0.2825,0.4
A,2,2,0.0,0.2,0.2,0.4,20,0,0,0,-0.2246,0.0,0.0,0.0,-0.2591,nan,0.9902,0.4
A,2,2,0.0,0.2,0.2,0.4,21,0,1,1,0.8496,1.0,1.0,1.0,0.9737,58.17,0.2845,0.4
A,2,2,0.0,0.2,0.2,0.4,22,0,0,0,0.2037,0.0,0.0,0.0,0.0951,nan,1.0078,0.4
A,2,2,0.0,0.2,0.2,0.4,23,0,1,1,0.8497,1.0,1.0,1.0,0.9737,58.18,0.2763,0.4
A,2,2,0.0,0.2,0.2,0.6,0,0,1,1,0.9226,1.0,1.0,1.0,0.9252,67.31,0.3221,0.4
A,2,2,0.0,0.2,0.2,0.6,1,0,0,0,1.0,1.0,1.0,1.0,0.7071,90.0,0.0,0.4
A,2,2,0.0,0.2,0.2,0.6,2,0,0,0,-0.1918,0.0,0.0,0.0,-0.4935,nan,1.1963,0.4
A,2,2,0.0,0.2,0.2,0.6,3,0,1,1,0.9252,1.0,1.0,1.0,0.9225,67.7,0.3205,0.4
A,2,2,0.0,0.2,0.2,0.6,4,0,0,0,0.0081,0.0,0.0,0.0,0.2976,nan,1.1909,0.4
A,2,2,0.0,0.2,0.2,0.6,5,0,0,0,-0.1116,0.0,0.0,0.0,0.049,nan,1.2021,0.4
A,2,2,0.0,0.2,0.2,0.6,6,0,1,1,0.9238,1.0,1.0,1.0,0.9239,67.49,0.3177,0.4
A,2,2,0.0,0.2,0.2,0.6,7,0,1,1,0.9234,1.0,1.0,1.0,0.9243,67.43,0.3095,0.4
A,2,2,0.0,0.2,0.2,0.6,8,0,1,1,0.925,1.0,1.0,1.0,0.9227,67.67,0.3178,0.4
A,2,2,0.0,0.2,0.2,0.6,9,0,1,1,0.9255,1.0,1.0,1.0,0.9222,67.75,0.3167,0.4
A,2,2,0.0,0.2,0.2,0.6,10,0,0,0,0.9102,0.0,0.0,0.0,0.5186,100.99,1.1978,0.4
A,2,2,0.0,0.2,0.2,0.6,11,0,1,1,0.9234,1.0,1.0,1.0,0.9244,67.42,0.3147,0.4
A,2,2,0.0,0.2,0.2,0.6,12,0,1,1,0.9237,1.0,1.0,1.0,0.924,67.48,0.319,0.4
A,2,2,0.0,0.2,0.2,0.6,13,0,0,0,0.1738,0.0,0.0,0.0,-0.0757,nan,1.2017,0.4
A,2,2,0.0,0.2,0.2,0.6,14,0,1,1,0.9246,1.0,1.0,1.0,0.9232,67.6,0.323,0.4
A,2,2,0.0,0.2,0.2,0.6,15,0,1,1,0.9226,1.0,1.0,1.0,0.9252,67.31,0.3155,0.4
A,2,2,0.0,0.2,0.2,0.6,16,1,0,0,0.8525,1.0,0.0,1.0,0.7071,nan,0.0,0.4
A,2,2,0.0,0.2,0.2,0.6,17,0,1,1,0.9235,1.0,1.0,1.0,0.9242,67.96,0.3119,0.4
A,2,2,0.0,0.2,0.2,0.6,18,0,0,0,1.0,1.0,1.0,1.0,0.7071,90.0,0.0,0.4
A,2,2,0.0,0.2,0.2,0.6,19,1,0,0,0.7814,1.0,0.0,1.0,0.7071,nan,0.0,0.4
A,2,2,0.0,0.2,0.2,0.6,20,0,1,1,0.9229,1.0,1.0,1.0,0.9248,67.36,0.3222,0.4
A,2,2,0.0,0.2,0.2,0.6,21,0,0,0,0.5201,0.0,0.0,0.0,0.5584,62.6,1.2065,0.4
A,2,2,0.0,0.2,0.2,0.6,22,1,0,0,0.9725,1.0,0.0,1.0,0.7071,103.47,0.0,0.4
A,2,2,0.0,0.2,0.2,0.6,23,0,1,1,0.925,1.0,1.0,1.0,0.9227,67.68,0.3116,0.4
B,16,1,0.0,0.2,0.2,0.05,0,1,0,1,0.7499,1.0,0.0,1.0,0.998,48.59,0.0276,0.4
B,16,1,0.0,0.2,0.2,0.05,1,1,0,1,0.7507,1.0,0.0,1.0,0.998,118.39,0.0229,0.4
B,16,1,0.0,0.2,0.2,0.05,2,1,0,1,0.7503,1.0,0.0,1.0,0.998,53.19,0.0245,0.4
B,16,1,0.0,0.2,0.2,0.05,3,1,0,1,0.7479,1.0,0.0,1.0,0.9982,48.4,0.0244,0.4
B,16,1,0.0,0.2,0.2,0.05,4,1,0,1,0.7509,1.0,0.0,1.0,0.998,48.67,0.0229,0.4
B,16,1,0.0,0.2,0.2,0.05,5,1,0,1,0.749,1.0,0.0,1.0,0.9981,48.5,0.023,0.4
B,16,1,0.0,0.2,0.2,0.05,6,1,0,1,0.7515,1.0,0.0,1.0,0.9979,48.72,0.0245,0.4
